"sample_id","actual_bytes","controller_model","firmware_rev","date_tested","notes","error_count","warning_count","message_value","window_title","error_log"
"predefprobe_cb_inch_mode","18256","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeCbInchMode in predefprobe_cb_inch_mode.ACD [1756-L81E 35.11]*",""
"predefprobe_cb_single_stroke_mode","18248","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeCbSingleStrokeMode in predefprobe_cb_single_stroke_mode.ACD [1756-L81E 35.11]*",""
"predefprobe_cc","26904","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeCc in predefprobe_cc.ACD [1756-L81E 35.11]*",""
"predefprobe_configurable_rout","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeConfigurableRout in predefprobe_configurable_rout.ACD [1756-L81E 35.11]*",""
"predefprobe_connection_status","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeConnectionStatus in predefprobe_connection_status.ACD [1756-L81E 35.11]*",""
"predefprobe_datalog_instruction","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDatalogInstruction in predefprobe_datalog_instruction.ACD [1756-L81E 35.11]*",""
"predefprobe_dca_input","18320","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDcaInput in predefprobe_dca_input.ACD [1756-L81E 35.11]*",""
"predefprobe_dcaf_input","18320","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDcafInput in predefprobe_dcaf_input.ACD [1756-L81E 35.11]*",""
"predefprobe_dci_monitor","18280","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDciMonitor in predefprobe_dci_monitor.ACD [1756-L81E 35.11]*",""
"predefprobe_dci_start","18288","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDciStart in predefprobe_dci_start.ACD [1756-L81E 35.11]*",""
"predefprobe_dci_stop","18288","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDciStop in predefprobe_dci_stop.ACD [1756-L81E 35.11]*",""
"predefprobe_dci_stop_test","18304","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDciStopTest in predefprobe_dci_stop_test.ACD [1756-L81E 35.11]*",""
"predefprobe_dci_stop_test_lock","18304","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDciStopTestLock in predefprobe_dci_stop_test_lock.ACD [1756-L81E 35.11]*",""
"predefprobe_dci_stop_test_mute","18312","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDciStopTestMute in predefprobe_dci_stop_test_mute.ACD [1756-L81E 35.11]*",""
"predefprobe_deadtime","18320","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDeadtime in predefprobe_deadtime.ACD [1756-L81E 35.11]*",""
"predefprobe_derivative","18296","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDerivative in predefprobe_derivative.ACD [1756-L81E 35.11]*",""
"predefprobe_discrete_2state","18248","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDiscrete2State in predefprobe_discrete_2state.ACD [1756-L81E 35.11]*",""
"predefprobe_discrete_3state","18256","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDiscrete3State in predefprobe_discrete_3state.ACD [1756-L81E 35.11]*",""
"predefprobe_diverse_input","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDiverseInput in predefprobe_diverse_input.ACD [1756-L81E 35.11]*",""
"predefprobe_dominant_reset","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDominantReset in predefprobe_dominant_reset.ACD [1756-L81E 35.11]*",""
"predefprobe_dominant_set","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDominantSet in predefprobe_dominant_set.ACD [1756-L81E 35.11]*",""
"predefprobe_dynamics_data","18256","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeDynamicsData in predefprobe_dynamics_data.ACD [1756-L81E 35.11]*",""
"predefprobe_eight_pos_mode_selector","18256","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeEightPosModeSelector in predefprobe_eight_pos_mode_selector.ACD [1756-L81E 35.11]*",""
"predefprobe_emergency_stop","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeEmergencyStop in predefprobe_emergency_stop.ACD [1756-L81E 35.11]*",""
"predefprobe_enable_pendant","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeEnablePendant in predefprobe_enable_pendant.ACD [1756-L81E 35.11]*",""
"predefprobe_energy_base","18319","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeEnergyBase in predefprobe_energy_base.ACD [1756-L81E 35.11]*",""
"predefprobe_energy_electrical","18319","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeEnergyElectrical in predefprobe_energy_electrical.ACD [1756-L81E 35.11]*",""
"predefprobe_ext_routine_control","18344","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeExtRoutineControl in predefprobe_ext_routine_control.ACD [1756-L81E 35.11]*",""
"predefprobe_ext_routine_parameters","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeExtRoutineParameters in predefprobe_ext_routine_parameters.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_bit_field_distribute","18240","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdBitFieldDistribute in predefprobe_fbd_bit_field_distribute.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_boolean_xor","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdBooleanXor in predefprobe_fbd_boolean_xor.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_compare","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdCompare in predefprobe_fbd_compare.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_convert","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdConvert in predefprobe_fbd_convert.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_counter","18232","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdCounter in predefprobe_fbd_counter.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_limit","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdLimit in predefprobe_fbd_limit.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_logical","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdLogical in predefprobe_fbd_logical.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_mask_equal","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdMaskEqual in predefprobe_fbd_mask_equal.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_masked_move","18232","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdMaskedMove in predefprobe_fbd_masked_move.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_math_advanced","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdMathAdvanced in predefprobe_fbd_math_advanced.ACD [1756-L81E 35.11]*",""
"predefprobe_fbd_truncate","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFbdTruncate in predefprobe_fbd_truncate.ACD [1756-L81E 35.11]*",""
"predefprobe_filter_high_pass","18368","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFilterHighPass in predefprobe_filter_high_pass.ACD [1756-L81E 35.11]*",""
"predefprobe_filter_low_pass","18368","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFilterLowPass in predefprobe_filter_low_pass.ACD [1756-L81E 35.11]*",""
"predefprobe_filter_notch","18392","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFilterNotch in predefprobe_filter_notch.ACD [1756-L81E 35.11]*",""
"predefprobe_five_pos_mode_selector","18248","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFivePosModeSelector in predefprobe_five_pos_mode_selector.ACD [1756-L81E 35.11]*",""
"predefprobe_flip_flop_d","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFlipFlopD in predefprobe_flip_flop_d.ACD [1756-L81E 35.11]*",""
"predefprobe_flip_flop_jk","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFlipFlopJk in predefprobe_flip_flop_jk.ACD [1756-L81E 35.11]*",""
"predefprobe_function_generator","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeFunctionGenerator in predefprobe_function_generator.ACD [1756-L81E 35.11]*",""
"predefprobe_hl_limit","18248","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeHlLimit in predefprobe_hl_limit.ACD [1756-L81E 35.11]*",""
"predefprobe_hmibc","18240","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeHmibc in predefprobe_hmibc.ACD [1756-L81E 35.11]*",""
"predefprobe_imc","22528","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeImc in predefprobe_imc.ACD [1756-L81E 35.11]*",""
"predefprobe_integrator","18296","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeIntegrator in predefprobe_integrator.ACD [1756-L81E 35.11]*",""
"predefprobe_lead_lag","18344","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeLeadLag in predefprobe_lead_lag.ACD [1756-L81E 35.11]*",""
"predefprobe_lead_lag_sec_order","18384","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeLeadLagSecOrder in predefprobe_lead_lag_sec_order.ACD [1756-L81E 35.11]*",""
"predefprobe_light_curtain","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeLightCurtain in predefprobe_light_curtain.ACD [1756-L81E 35.11]*",""
"predefprobe_main_valve_control","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeMainValveControl in predefprobe_main_valve_control.ACD [1756-L81E 35.11]*",""
"predefprobe_manual_valve_control","18240","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeManualValveControl in predefprobe_manual_valve_control.ACD [1756-L81E 35.11]*",""
"predefprobe_maximum_capture","18240","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeMaximumCapture in predefprobe_maximum_capture.ACD [1756-L81E 35.11]*",""
"predefprobe_message","18900","1756-L81E","35.05","2026-08-29","","0","1","0","Logix Designer - ProbeMessage in predefprobe_message.ACD [1756-L81E 35.11]*",""
"predefprobe_minimum_capture","18240","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeMinimumCapture in predefprobe_minimum_capture.ACD [1756-L81E 35.11]*",""
"predefprobe_mmc","34600","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeMmc in predefprobe_mmc.ACD [1756-L81E 35.11]*",""
"predefprobe_moving_average","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeMovingAverage in predefprobe_moving_average.ACD [1756-L81E 35.11]*",""
"predefprobe_moving_std_dev","18272","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeMovingStdDev in predefprobe_moving_std_dev.ACD [1756-L81E 35.11]*",""
"predefprobe_multiplexer","18272","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeMultiplexer in predefprobe_multiplexer.ACD [1756-L81E 35.11]*",""
"predefprobe_muting_four_sensor_bidir","18312","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeMutingFourSensorBidir in predefprobe_muting_four_sensor_bidir.ACD [1756-L81E 35.11]*",""
"predefprobe_muting_two_sensor_asym","18312","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeMutingTwoSensorAsym in predefprobe_muting_two_sensor_asym.ACD [1756-L81E 35.11]*",""
"predefprobe_muting_two_sensor_sym","18312","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeMutingTwoSensorSym in predefprobe_muting_two_sensor_sym.ACD [1756-L81E 35.11]*",""
"predefprobe_odometer","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeOdometer in predefprobe_odometer.ACD [1756-L81E 35.11]*",""
"predefprobe_output_cam","18240","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeOutputCam in predefprobe_output_cam.ACD [1756-L81E 35.11]*",""
"predefprobe_output_compensation","18232","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeOutputCompensation in predefprobe_output_compensation.ACD [1756-L81E 35.11]",""
"predefprobe_p_analog_fanout","18656","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePAnalogFanout in predefprobe_p_analog_fanout.ACD [1756-L81E 35.11]*",""
"predefprobe_p_analog_hart","18616","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePAnalogHart in predefprobe_p_analog_hart.ACD [1756-L81E 35.11]*",""
"predefprobe_p_analog_input","18920","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePAnalogInput in predefprobe_p_analog_input.ACD [1756-L81E 35.11]*",""
"predefprobe_p_analog_input_dual","18480","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePAnalogInputDual in predefprobe_p_analog_input_dual.ACD [1756-L81E 35.11]*",""
"predefprobe_p_analog_input_multi","18704","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePAnalogInputMulti in predefprobe_p_analog_input_multi.ACD [1756-L81E 35.11]*",""
"predefprobe_p_analog_output","18640","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePAnalogOutput in predefprobe_p_analog_output.ACD [1756-L81E 35.11]*",""
"predefprobe_p_boolean_logic","18688","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePBooleanLogic in predefprobe_p_boolean_logic.ACD [1756-L81E 35.11]*",""
"predefprobe_p_command_source","18232","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePCommandSource in predefprobe_p_command_source.ACD [1756-L81E 35.11]*",""
"predefprobe_p_deadband","18608","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePDeadband in predefprobe_p_deadband.ACD [1756-L81E 35.11]*",""
"predefprobe_p_discrete_4state","18496","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePDiscrete4State in predefprobe_p_discrete_4state.ACD [1756-L81E 35.11]*",""
"predefprobe_p_discrete_input","18384","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePDiscreteInput in predefprobe_p_discrete_input.ACD [1756-L81E 35.11]*",""
"predefprobe_p_discrete_mix_proof","18528","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePDiscreteMixProof in predefprobe_p_discrete_mix_proof.ACD [1756-L81E 35.11]*",""
"predefprobe_p_discrete_n_position","18568","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePDiscreteNPosition in predefprobe_p_discrete_n_position.ACD [1756-L81E 35.11]*",""
"predefprobe_p_discrete_output","18512","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePDiscreteOutput in predefprobe_p_discrete_output.ACD [1756-L81E 35.11]*",""
"predefprobe_p_dosing","18696","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePDosing in predefprobe_p_dosing.ACD [1756-L81E 35.11]*",""
"predefprobe_p_hart_code_desc_status","18256","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePHartCodeDescStatus in predefprobe_p_hart_code_desc_status.ACD [1756-L81E 35.11]*",""
"predefprobe_p_high_low_select","18376","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePHighLowSelect in predefprobe_p_high_low_select.ACD [1756-L81E 35.11]*",""
"predefprobe_p_interlock","18416","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePInterlock in predefprobe_p_interlock.ACD [1756-L81E 35.11]*",""
"predefprobe_p_interlock_bank_status","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePInterlockBankStatus in predefprobe_p_interlock_bank_status.ACD [1756-L81E 35.11]*",""
"predefprobe_p_lead_lag_standby","19496","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePLeadLagStandby in predefprobe_p_lead_lag_standby.ACD [1756-L81E 35.11]*",""
"predefprobe_p_lead_lag_standby_motor","18240","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePLeadLagStandbyMotor in predefprobe_p_lead_lag_standby_motor.ACD [1756-L81E 35.11]*",""
"predefprobe_p_motor_discrete","18720","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePMotorDiscrete in predefprobe_p_motor_discrete.ACD [1756-L81E 35.11]*",""
"predefprobe_p_permissive","18248","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePPermissive in predefprobe_p_permissive.ACD [1756-L81E 35.11]*",""
"predefprobe_p_pid","19024","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePPid in predefprobe_p_pid.ACD [1756-L81E 35.11]*",""
"predefprobe_p_press_temp_compensated","18272","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePPressTempCompensated in predefprobe_p_press_temp_compensated.ACD [1756-L81E 35.11]*",""
"predefprobe_p_restart_inhibit","18384","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePRestartInhibit in predefprobe_p_restart_inhibit.ACD [1756-L81E 35.11]*",""
"predefprobe_p_run_time","18280","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePRunTime in predefprobe_p_run_time.ACD [1756-L81E 35.11]*",""
"predefprobe_p_strapping_table_row","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePStrappingTableRow in predefprobe_p_strapping_table_row.ACD [1756-L81E 35.11]*",""
"predefprobe_p_tank_strapping_table","18320","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePTankStrappingTable in predefprobe_p_tank_strapping_table.ACD [1756-L81E 35.11]*",""
"predefprobe_p_valve_discrete","18696","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePValveDiscrete in predefprobe_p_valve_discrete.ACD [1756-L81E 35.11]*",""
"predefprobe_p_valve_statistics","18672","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePValveStatistics in predefprobe_p_valve_statistics.ACD [1756-L81E 35.11]*",""
"predefprobe_p_variable_speed_drive","18864","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePVariableSpeedDrive in predefprobe_p_variable_speed_drive.ACD [1756-L81E 35.11]*",""
"predefprobe_path_data","18280","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePathData in predefprobe_path_data.ACD [1756-L81E 35.11]*",""
"predefprobe_phase","18240","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePhase in predefprobe_phase.ACD [1756-L81E 35.11]*",""
"predefprobe_phase_instruction","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePhaseInstruction in predefprobe_phase_instruction.ACD [1756-L81E 35.11]*",""
"predefprobe_pid","18392","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePid in predefprobe_pid.ACD [1756-L81E 35.11]*",""
"predefprobe_pid_enhanced","18608","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePidEnhanced in predefprobe_pid_enhanced.ACD [1756-L81E 35.11]*",""
"predefprobe_pide_autotune","19184","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePideAutotune in predefprobe_pide_autotune.ACD [1756-L81E 35.11]*",""
"predefprobe_position_data","18240","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePositionData in predefprobe_position_data.ACD [1756-L81E 35.11]*",""
"predefprobe_position_prop","18336","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePositionProp in predefprobe_position_prop.ACD [1756-L81E 35.11]*",""
"predefprobe_prop_int","18344","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePropInt in predefprobe_prop_int.ACD [1756-L81E 35.11]*",""
"predefprobe_pulse_multiplier","18256","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbePulseMultiplier in predefprobe_pulse_multiplier.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_code_description","18304","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacCodeDescription in predefprobe_rac_code_description.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_event","18360","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacEvent in predefprobe_rac_event.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_itf_dvc_pwrdiscrete_cmd","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacItfDvcPwrdiscreteCmd in predefprobe_rac_itf_dvc_pwrdiscrete_cmd.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_itf_dvc_pwrdiscrete_set","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacItfDvcPwrdiscreteSet in predefprobe_rac_itf_dvc_pwrdiscrete_set.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_itf_dvc_pwrdiscrete_sts","18528","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacItfDvcPwrdiscreteSts in predefprobe_rac_itf_dvc_pwrdiscrete_sts.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_itf_dvc_pwrmotion_cmd","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacItfDvcPwrmotionCmd in predefprobe_rac_itf_dvc_pwrmotion_cmd.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_itf_dvc_pwrmotion_inf","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacItfDvcPwrmotionInf in predefprobe_rac_itf_dvc_pwrmotion_inf.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_itf_dvc_pwrmotion_set","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacItfDvcPwrmotionSet in predefprobe_rac_itf_dvc_pwrmotion_set.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_itf_dvc_pwrmotion_sts","18528","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacItfDvcPwrmotionSts in predefprobe_rac_itf_dvc_pwrmotion_sts.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_itf_dvc_pwrvelocity_cmd","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacItfDvcPwrvelocityCmd in predefprobe_rac_itf_dvc_pwrvelocity_cmd.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_itf_dvc_pwrvelocity_set","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacItfDvcPwrvelocitySet in predefprobe_rac_itf_dvc_pwrvelocity_set.ACD [1756-L81E 35.11]*",""
"predefprobe_rac_itf_dvc_pwrvelocity_sts","18536","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRacItfDvcPwrvelocitySts in predefprobe_rac_itf_dvc_pwrvelocity_sts.ACD [1756-L81E 35.11]*",""
"predefprobe_ramp_soak","18320","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRampSoak in predefprobe_ramp_soak.ACD [1756-L81E 35.11]*",""
"predefprobe_redundant_input","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRedundantInput in predefprobe_redundant_input.ACD [1756-L81E 35.11]*",""
"predefprobe_redundant_output","18248","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeRedundantOutput in predefprobe_redundant_output.ACD [1756-L81E 35.11]*",""
"predefprobe_s_curve","18328","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSCurve in predefprobe_s_curve.ACD [1756-L81E 35.11]*",""
"predefprobe_safe_brake_control","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSafeBrakeControl in predefprobe_safe_brake_control.ACD [1756-L81E 35.11]*",""
"predefprobe_safe_direction","18240","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSafeDirection in predefprobe_safe_direction.ACD [1756-L81E 35.11]*",""
"predefprobe_safe_operating_stop","18272","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSafeOperatingStop in predefprobe_safe_operating_stop.ACD [1756-L81E 35.11]*",""
"predefprobe_safe_stop_1","18288","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSafeStop1 in predefprobe_safe_stop_1.ACD [1756-L81E 35.11]*",""
"predefprobe_safe_stop_2","18344","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSafeStop2 in predefprobe_safe_stop_2.ACD [1756-L81E 35.11]*",""
"predefprobe_safely_limited_position","18264","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSafelyLimitedPosition in predefprobe_safely_limited_position.ACD [1756-L81E 35.11]*",""
"predefprobe_safely_limited_speed","18248","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSafelyLimitedSpeed in predefprobe_safely_limited_speed.ACD [1756-L81E 35.11]*",""
"predefprobe_safety_feedback_interface","18312","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSafetyFeedbackInterface in predefprobe_safety_feedback_interface.ACD [1756-L81E 35.11]*",""
"predefprobe_safety_mat","18256","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSafetyMat in predefprobe_safety_mat.ACD [1756-L81E 35.11]*",""
"predefprobe_sec_order_controller","18384","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSecOrderController in predefprobe_sec_order_controller.ACD [1756-L81E 35.11]*",""
"predefprobe_select","18232","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSelect in predefprobe_select.ACD [1756-L81E 35.11]*",""
"predefprobe_select_enhanced","18272","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSelectEnhanced in predefprobe_select_enhanced.ACD [1756-L81E 35.11]*",""
"predefprobe_selectable_negate","18232","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSelectableNegate in predefprobe_selectable_negate.ACD [1756-L81E 35.11]*",""
"predefprobe_selected_summer","18296","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSelectedSummer in predefprobe_selected_summer.ACD [1756-L81E 35.11]*",""
"predefprobe_seq_bool","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSeqBool in predefprobe_seq_bool.ACD [1756-L81E 35.11]*",""
"predefprobe_seq_dint","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSeqDint in predefprobe_seq_dint.ACD [1756-L81E 35.11]*",""
"predefprobe_seq_int","18216","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSeqInt in predefprobe_seq_int.ACD [1756-L81E 35.11]*",""
"predefprobe_seq_real","18224","1756-L81E","35.05","2026-08-29","","0","0","0","Logix Designer - ProbeSeqReal in predefprobe_seq_real.ACD [1756-L81E 35.11]*",""
